Asset,TotalDebt,Equity,PaidUpCapital,Revenue,NetProfit,EarningPerShare,ROA,ROE,Period,Symbol
"1,377.69",108.10,"1,269.59",381.15,300.91,2.09,0.01,0.15,0.16,1Q2558,CM
"1,431.32",150.23,"1,281.08",381.15,420.30,49.61,0.13,3.53,3.89,2Q2558,CM
"1,449.55",108.84,"1,340.72",381.15,403.16,59.64,0.16,4.14,4.55,3Q2558,CM
"1,488.71",139.76,"1,348.94",381.15,307.83,8.22,0.02,0.56,0.61,4Q2558,CM
"1,516.00",134.12,"1,381.88",381.15,311.18,32.94,0.09,2.19,2.41,1Q2559,CM
"1,525.57",150.20,"1,375.37",381.15,447.79,69.72,0.18,4.58,5.06,2Q2559,CM
"1,563.77",124.38,"1,439.39",381.15,399.58,64.02,0.17,4.14,4.55,3Q2559,CM
"1,617.52",148.43,"1,469.09",381.15,320.43,29.70,0.08,1.87,2.04,4Q2559,CM
"1,676.28",160.20,"1,516.08",381.15,337.18,46.99,0.12,2.85,3.15,1Q2560,CM
"1,604.36",164.90,"1,439.46",381.15,376.84,56.78,0.15,3.46,3.84,2Q2560,CM
"1,566.93",132.09,"1,434.85",381.15,365.52,48.74,0.13,3.07,3.39,3Q2560,CM
"1,575.69",131.91,"1,443.79",381.15,293.53,7.89,0.02,0.50,0.55,4Q2560,CM
"1,596.67",131.30,"1,465.37",381.15,277.63,21.58,0.06,1.36,1.48,1Q2561,CM
"1,591.84",164.81,"1,427.03",381.15,336.26,37.88,0.10,2.38,2.62,2Q2561,CM
"1,606.42",151.70,"1,454.72",381.15,340.08,27.70,0.07,1.73,1.92,3Q2561,CM
"1,559.00",134.29,"1,424.71",381.15,323.57,10.32,0.03,0.65,0.72,4Q2561,CM
"1,535.12",119.75,"1,415.37",381.15,275.37,-9.34,-0.02,-0.60,-0.66,1Q2562,CM
"1,522.20",142.32,"1,379.88",381.15,314.85,8.89,0.02,0.58,0.64,2Q2562,CM
"1,539.04",131.70,"1,407.34",381.15,316.80,27.45,0.07,1.79,1.97,3Q2562,CM
"1,549.27",139.40,"1,409.87",381.15,267.79,7.76,0.02,0.50,0.55,4Q2562,CM
"1,576.37",208.73,"1,367.64",381.15,301.69,2.56,0.01,0.16,0.18,1Q2563,CM
"1,546.38",146.35,"1,400.02",381.15,321.02,10.11,0.03,0.65,0.73,2Q2563,CM
"1,528.38",144.43,"1,383.95",381.15,257.47,-8.97,-0.02,-0.58,-0.64,3Q2563,CM
"1,517.64",146.61,"1,371.04",381.15,228.31,-2.55,-0.01,-0.17,-0.19,4Q2563,CM
"1,794.80",393.59,"1,401.22",381.15,244.87,2.67,0.01,0.16,0.19,1Q2564,CM
"1,751.28",364.43,"1,386.85",381.15,302.07,-10.54,-0.02,-0.59,-0.76,2Q2564,CM
"1,706.55",357.91,"1,348.64",381.15,298.95,-27.12,-0.05,-1.57,-1.98,3Q2564,CM
"1,664.83",346.00,"1,318.83",381.15,218.50,-45.89,-0.11,-2.72,-3.44,4Q2564,CM
"1,663.69",349.67,"1,314.02",381.15,322.07,-5.53,-0.00,-0.33,-0.42,1Q2565,CM
"1,713.03",412.28,"1,300.75",381.15,402.84,7.94,0.04,0.47,0.61,2Q2565,CM
"1,691.78",426.53,"1,265.25",381.15,329.47,-14.77,-0.02,-0.87,-1.15,3Q2565,CM
"1,634.49",356.01,"1,278.48",381.15,293.09,-43.28,-0.09,-2.60,-3.40,4Q2565,CM
"3,216.53","1,993.83","1,222.70",720.00,,,,,,4Q2560,CMAN
"3,817.23","1,662.89","2,154.34",960.00,599.24,37.24,0.05,1.06,2.21,1Q2561,CMAN
"3,443.74","1,228.71","2,215.03",960.00,655.65,58.01,0.06,1.60,2.66,2Q2561,CMAN
"3,538.50","1,362.55","2,175.95",960.00,588.55,19.57,0.02,0.56,0.89,3Q2561,CMAN
"3,824.30","1,601.31","2,222.99",960.00,602.06,46.46,0.05,1.26,2.11,4Q2561,CMAN
"3,914.41","1,660.99","2,253.42",960.00,615.31,32.25,0.03,0.83,1.44,1Q2562,CMAN
"4,015.92","1,827.90","2,188.01",960.00,566.68,-8.60,0.00,-0.22,-0.39,2Q2562,CMAN
"4,182.27","2,044.26","2,138.01",960.00,591.90,-22.89,-0.03,-0.56,-1.06,3Q2562,CMAN
"5,601.52","3,402.88","2,198.64",960.00,624.13,-3.69,-0.00,-0.08,-0.17,4Q2562,CMAN
"5,800.46","3,565.40","2,235.05",960.00,664.63,31.77,0.04,0.56,1.43,1Q2563,CMAN
"5,659.52","3,501.85","2,157.67",960.00,589.20,-42.56,-0.04,-0.74,-1.94,2Q2563,CMAN
"5,658.43","3,508.18","2,150.25",960.00,450.50,-29.50,-0.03,-0.52,-1.37,3Q2563,CMAN
"6,103.34","4,007.00","2,096.34",960.00,578.33,-96.46,-0.09,-1.64,-4.54,4Q2563,CMAN
"6,347.35","4,179.79","2,167.56",960.00,692.87,54.81,0.06,0.88,2.57,1Q2564,CMAN
"6,800.54","4,557.99","2,242.55",960.00,749.63,48.18,0.05,0.73,2.18,2Q2564,CMAN
"6,934.34","4,650.44","2,283.90",960.00,823.72,2.76,0.01,0.04,0.12,3Q2564,CMAN
"7,022.38","4,729.95","2,292.43",960.00,882.59,-13.41,-0.01,-0.19,-0.59,4Q2564,CMAN
"6,958.71","4,622.26","2,336.45",960.00,"1,106.00",82.51,0.09,1.18,3.57,1Q2565,CMAN
"6,902.06","4,549.95","2,352.10",960.00,913.65,-13.61,-0.00,-0.20,-0.58,2Q2565,CMAN
"6,969.10","4,554.61","2,414.49",960.00,973.10,62.25,0.07,0.90,2.61,3Q2565,CMAN
"5,955.79","4,195.00","1,760.79",750.00,,,,,,4Q2560,CMC
"5,340.37","3,392.61","1,947.76",750.00,"1,548.78",186.33,0.25,3.30,10.05,3Q2561,CMC
"5,269.65","2,643.05","2,626.60","1,000.00",451.41,27.50,0.02,0.52,1.20,4Q2561,CMC
"5,163.84","2,514.24","2,649.59","1,000.00",395.42,22.90,0.02,0.44,0.87,1Q2562,CMC
"5,063.26","2,440.58","2,622.68","1,000.00",376.86,13.54,0.01,0.26,0.51,2Q2562,CMC
"5,055.77","2,450.52","2,605.24","1,000.00",327.18,-17.44,-0.02,-0.34,-0.67,3Q2562,CMC
"5,196.59","2,586.19","2,610.39","1,000.00",329.84,5.15,0.01,0.10,0.20,4Q2562,CMC
"5,430.59","2,823.61","2,606.98","1,000.00",274.94,-1.72,-0.00,-0.03,-0.07,1Q2563,CMC
"5,553.39","2,970.28","2,583.11","1,000.00",239.88,1.12,0.00,0.02,0.04,2Q2563,CMC
"5,603.48","3,011.44","2,592.04","1,000.00",294.39,8.93,0.01,0.16,0.35,3Q2563,CMC
"5,543.57","2,900.79","2,642.78","1,000.00",401.36,51.23,0.05,0.92,1.96,4Q2563,CMC
"5,402.22","2,719.20","2,683.02","1,000.00",394.85,40.24,0.04,0.74,1.51,1Q2564,CMC
"5,436.55","2,718.08","2,718.48","1,028.57",339.99,38.70,0.04,0.71,1.43,2Q2564,CMC
"5,407.02","2,710.98","2,696.04","1,028.57",207.82,-22.43,-0.02,-0.41,-0.83,3Q2564,CMC
"5,532.42","2,876.79","2,655.62","1,028.57",262.69,-28.13,-0.03,-0.51,-1.05,1Q2565,CMC
"5,872.82","3,255.50","2,617.32","1,028.57",336.43,2.83,0.00,0.05,0.11,2Q2565,CMC
"5,827.40","3,202.53","2,624.87","1,028.57",442.93,5.10,0.01,0.09,0.19,3Q2565,CMC
"6,122.80","3,557.64","2,565.16","1,028.57",216.24,-59.69,-0.06,-1.00,-2.30,4Q2565,CMC
"4,567.74","1,919.82","2,647.93",402.31,602.47,78.68,1.30,1.80,2.98,1Q2556,CMR
"4,492.14","1,815.24","2,676.89",402.31,598.50,74.37,1.20,1.64,2.79,2Q2556,CMR
"4,739.40","1,809.59","2,929.81",402.31,800.71,205.91,3.93,4.46,7.35,3Q2556,CMR
"5,036.95","2,053.71","2,983.23",402.31,701.61,134.22,2.69,2.75,4.54,4Q2556,CMR
"5,166.76","2,104.12","3,062.65",402.31,766.26,161.61,2.84,3.17,5.35,1Q2557,CMR
"5,374.81","2,203.98","3,170.83",402.31,673.49,93.46,1.71,1.77,3.00,2Q2557,CMR
"5,392.22","2,095.67","3,296.54",402.31,744.00,114.67,2.17,2.13,3.55,3Q2557,CMR
"5,578.56","2,156.14","3,422.42",402.31,775.09,136.33,2.90,2.49,4.06,4Q2557,CMR
"5,880.87","2,290.72","3,590.15",402.31,860.66,203.93,4.09,3.56,5.82,1Q2558,CMR
"5,883.74","2,217.46","3,666.27",402.31,733.79,99.48,1.90,1.69,2.74,2Q2558,CMR
"6,043.69","2,198.98","3,844.70",402.31,887.49,191.20,3.76,3.21,5.09,3Q2558,CMR
"6,055.96","2,128.37","3,927.58",402.31,864.02,135.50,2.70,2.24,3.49,4Q2558,CMR
"6,557.03","2,471.83","4,085.21",402.31,845.82,133.31,2.40,2.11,3.33,1Q2559,CMR
"7,281.13","2,589.31","4,691.82",402.31,820.61,74.09,-2.36,1.07,1.69,2Q2559,CMR
"8,133.43","3,089.39","5,044.04",402.31,932.90,177.93,0.03,2.31,3.66,3Q2559,CMR
"8,344.82","3,046.75","5,298.07",402.31,938.62,131.85,0.03,1.60,2.55,4Q2559,CMR
"7,229.21","2,937.26","4,291.96",402.31,874.87,102.07,0.02,1.31,2.13,1Q2560,CMR
"8,616.83","3,726.51","4,890.32",402.31,889.59,109.31,0.02,1.38,2.38,2Q2560,CMR
"8,751.98","3,654.17","5,097.81",402.31,"1,047.76",191.83,0.04,2.21,3.84,3Q2560,CMR
"8,793.36","3,527.47","5,265.89",402.31,991.05,164.56,0.03,1.88,3.18,4Q2560,CMR
"8,746.79","3,633.64","5,113.15",402.31,"1,027.91",153.71,0.03,1.75,2.96,1Q2561,CMR
"8,663.38","3,590.02","5,073.35",402.31,979.26,108.02,0.02,1.24,2.12,2Q2561,CMR
"8,847.15","3,580.20","5,266.94",402.31,989.00,95.01,0.02,1.09,1.84,3Q2561,CMR
"8,666.49","3,452.77","5,213.72",402.31,996.16,110.64,0.02,1.26,2.11,4Q2561,CMR
"9,723.60","4,182.72","5,540.88",402.31,976.30,61.42,0.00,0.67,1.14,1Q2562,CMR
"9,812.18","4,138.49","5,673.69",402.31,"1,013.00",87.48,0.02,0.90,1.56,2Q2562,CMR
"10,076.80","4,427.52","5,649.28",402.31,"1,020.54",50.47,0.00,0.51,0.89,3Q2562,CMR
"10,151.01","4,548.35","5,602.66",402.31,"1,049.40",109.04,0.02,1.08,1.94,4Q2562,CMR
"10,169.78","4,796.35","5,373.43",402.31,"1,058.15",142.12,0.03,1.40,2.59,1Q2563,CMR
"10,329.46","4,982.85","5,346.61",402.31,791.37,-15.03,-0.00,-0.15,-0.28,2Q2563,CMR
"10,588.36","5,240.78","5,347.58",402.31,931.30,50.61,0.01,0.48,0.95,3Q2563,CMR
"10,825.46","5,333.60","5,491.85",402.31,"1,003.55",65.88,0.02,0.62,1.22,4Q2563,CMR
"11,124.48","5,676.22","5,448.26",402.31,973.21,106.02,0.02,0.97,1.94,1Q2564,CMR
"11,064.89","5,714.69","5,350.20",402.31,898.63,28.09,0.01,0.25,0.52,2Q2564,CMR
"11,603.19","5,980.93","5,622.26",402.31,"1,047.49",111.15,0.02,0.98,2.03,3Q2564,CMR
"12,832.48","6,375.48","6,457.00",402.31,"1,392.46",130.92,0.02,1.07,2.17,4Q2564,CMR
"13,139.21","6,568.10","6,571.12",402.31,"1,308.51",167.36,0.03,1.29,2.57,1Q2565,CMR
"14,104.87","6,755.66","7,349.22",402.31,"1,530.89",299.30,0.06,2.20,4.30,2Q2565,CMR
"14,240.28","6,478.06","7,762.21",402.31,"1,321.27",153.36,0.03,1.08,2.03,3Q2565,CMR
"14,113.36","6,252.83","7,860.53",402.31,"1,190.72",28.54,0.00,0.20,0.37,4Q2565,CMR
"5,034.92","2,945.58","2,089.34",501.45,"2,128.70",146.04,0.29,3.05,7.46,1Q2556,CNT
"5,038.15","2,990.25","2,047.90","1,002.90","2,106.91",119.04,-0.03,2.36,5.75,2Q2556,CNT
"5,386.68","3,294.75","2,091.93","1,002.90","2,458.46",94.17,0.10,1.81,4.55,3Q2556,CNT
"5,602.63","3,423.33","2,179.30","1,002.90","2,349.34",88.59,0.09,1.61,4.15,4Q2556,CNT
"6,223.53","3,987.55","2,235.98","1,002.90","2,583.97",56.68,0.05,0.96,2.57,1Q2557,CNT
"6,109.80","3,906.86","2,202.94","1,002.90","2,179.21",17.10,0.01,0.28,0.77,2Q2557,CNT
"5,950.01","3,952.11","1,997.89","1,002.90","2,556.32",-154.90,-0.16,-2.57,-7.37,3Q2557,CNT
"5,211.22","3,486.16","1,725.06","1,002.90","2,117.70",-272.84,-0.26,-4.89,-14.66,4Q2557,CNT
"4,837.93","3,108.93","1,729.00","1,002.90","1,845.00",3.94,0.00,0.08,0.23,1Q2558,CNT
"4,824.04","3,084.34","1,739.70","1,002.90","1,780.48",10.70,0.01,0.22,0.62,2Q2558,CNT
"4,686.32","2,930.14","1,756.19","1,002.90","1,970.77",16.49,0.02,0.35,0.94,3Q2558,CNT
"4,551.23","2,802.24","1,748.99","1,002.90","1,745.36",-4.43,-0.01,-0.10,-0.25,4Q2558,CNT
"4,596.86","2,855.02","1,741.84","1,002.90","1,514.83",-7.15,-0.01,-0.16,-0.41,1Q2559,CNT
"4,586.62","2,800.71","1,785.92","1,002.90","1,729.63",44.08,0.04,0.96,2.50,2Q2559,CNT
"4,459.01","2,637.82","1,821.19","1,002.90","1,785.50",35.32,0.03,0.78,1.96,3Q2559,CNT
"5,009.88","3,171.04","1,838.84","1,002.90","1,973.32",67.92,0.07,1.43,3.71,4Q2559,CNT
"5,201.77","3,356.45","1,845.32","1,002.90","1,398.83",6.58,0.00,0.13,0.36,1Q2560,CNT
"5,233.76","3,408.15","1,825.61","1,002.90","1,930.79",42.36,0.04,0.81,2.31,2Q2560,CNT
"5,570.11","3,764.42","1,805.68","1,002.90","2,343.73",30.36,0.03,0.56,1.67,3Q2560,CNT
"5,812.83","3,879.02","1,933.82","1,027.90","2,238.20",16.65,0.01,0.29,0.89,4Q2560,CNT
"5,226.63","3,353.77","1,872.85","1,027.90","1,765.22",-60.84,-0.06,-1.10,-3.20,1Q2561,CNT
"5,310.58","3,536.35","1,774.23","1,027.90","1,654.15",-47.28,-0.05,-0.90,-2.59,2Q2561,CNT
"5,798.06","4,081.71","1,716.36","1,027.90","1,794.74",-57.50,-0.05,-1.04,-3.29,3Q2561,CNT
"5,670.43","4,210.72","1,459.71","1,027.90","1,921.79",-257.72,-0.25,-4.49,-16.23,4Q2561,CNT
"5,682.16","4,215.02","1,467.14","1,027.90","1,632.28",6.41,0.01,0.11,0.44,1Q2562,CNT
"5,692.64","4,215.72","1,476.92","1,027.90","1,614.84",10.25,0.01,0.18,0.70,2Q2562,CNT
"6,234.24","4,667.88","1,566.36","1,027.90","2,001.22",10.74,0.01,0.18,0.71,3Q2562,CNT
"6,721.45","4,634.67","2,086.78","1,027.90","2,004.57",43.05,0.04,0.66,2.36,4Q2562,CNT
"7,058.44","4,948.21","2,110.23","1,027.90","1,882.79",10.24,0.01,0.15,0.49,1Q2563,CNT
"6,540.10","4,442.84","2,097.26","1,027.90","1,801.20",28.65,0.03,0.42,1.36,2Q2563,CNT
"5,932.35","3,820.72","2,111.64","1,027.90","1,863.73",14.10,0.01,0.23,0.67,3Q2563,CNT
"6,360.86","4,257.92","2,102.94","1,027.90","1,998.89",23.02,0.02,0.37,1.09,4Q2563,CNT
"5,998.92","3,887.73","2,111.19","1,027.90","1,732.40",7.53,0.01,0.12,0.36,1Q2564,CNT
"5,792.43","3,717.69","2,074.74","1,027.90","1,786.17",15.01,0.01,0.25,0.72,2Q2564,CNT
"5,609.67","3,591.75","2,017.92","1,027.90","1,283.50",-63.55,-0.06,-1.11,-3.11,3Q2564,CNT
"5,551.45","3,625.68","1,925.77","1,027.90","1,403.97",-89.35,-0.09,-1.60,-4.53,4Q2564,CNT
"5,599.40","3,686.17","1,913.23","1,027.90","1,241.96",-12.41,-0.01,-0.22,-0.65,1Q2565,CNT
"6,064.10","4,190.70","1,873.40","1,027.90","1,309.40",-6.67,-0.01,-0.11,-0.35,2Q2565,CNT
"6,124.00","4,244.77","1,879.23","1,027.90","1,482.92",5.10,0.01,0.08,0.27,3Q2565,CNT
"4,384.79","3,860.85",523.95,225.00,,,,,,4Q2557,COM7
"3,460.88","2,866.83",594.05,225.00,"3,958.77",70.10,0.08,1.79,12.54,1Q2558,COM7
"3,314.87","2,660.58",654.29,225.00,"3,325.58",60.24,0.06,1.78,9.65,2Q2558,COM7
"3,460.37","1,804.37","1,656.00",300.00,"3,328.24",27.95,0.03,0.83,2.42,3Q2558,COM7
"4,401.78","2,637.53","1,764.25",300.00,"4,379.15",104.17,0.09,2.65,6.09,4Q2558,COM7
"4,007.90","2,154.96","1,852.94",300.00,"3,984.33",88.69,0.07,2.11,4.90,1Q2559,COM7
"3,607.30","1,823.32","1,783.98",300.00,"3,896.44",80.79,0.07,2.12,4.44,2Q2559,COM7
"3,900.52","2,026.99","1,873.53",300.00,"3,941.39",89.55,0.08,2.39,4.90,3Q2559,COM7
"4,825.82","2,836.58","1,989.25",300.00,"5,386.06",146.04,0.12,3.35,7.56,4Q2559,COM7
"5,342.74","3,233.98","2,108.77",300.00,"4,911.13",119.52,0.10,2.35,5.83,1Q2560,COM7
"5,770.83","3,835.95","1,934.88",300.00,"4,967.99",126.11,0.11,2.27,6.24,2Q2560,COM7
"5,490.24","3,404.31","2,085.93",300.00,"5,519.95",151.05,0.13,2.68,7.51,3Q2560,COM7
"7,177.53","4,879.62","2,297.92",300.00,"7,163.18",211.98,0.18,3.35,9.67,4Q2560,COM7
"6,392.37","3,917.74","2,474.63",300.00,"6,451.46",174.48,0.15,2.57,7.31,1Q2561,COM7
"6,333.14","4,059.54","2,273.61",300.00,"6,754.95",215.72,0.18,3.39,9.09,2Q2561,COM7
"6,071.49","3,562.36","2,509.12",300.00,"6,665.00",235.52,0.19,3.80,9.85,3Q2561,COM7
"7,588.62","4,812.09","2,776.53",300.00,"8,091.72",267.35,0.22,3.91,10.12,4Q2561,COM7
"7,776.32","4,750.54","3,025.78",300.00,"7,628.59",249.25,0.21,3.24,8.59,1Q2562,COM7
"7,770.29","5,053.65","2,716.64",300.00,"7,764.86",294.35,0.24,3.79,10.25,2Q2562,COM7
"7,109.30","4,106.18","3,003.12",300.00,"7,625.26",286.47,0.24,3.85,10.02,3Q2562,COM7
"9,159.67","5,783.52","3,376.16",300.00,"10,371.48",385.72,0.32,4.74,12.09,4Q2562,COM7
"9,480.42","5,840.04","3,640.37",300.00,"8,146.50",286.34,0.24,3.07,8.16,1Q2563,COM7
"9,459.31","6,524.46","2,934.84",300.00,"7,766.91",272.01,0.23,2.87,8.27,2Q2563,COM7
"9,830.01","6,525.83","3,304.18",300.00,"8,983.89",369.61,0.31,3.83,11.85,3Q2563,COM7
"9,206.72","5,335.89","3,870.83",300.00,"12,455.60",566.89,0.46,5.96,15.80,4Q2563,COM7
"10,872.64","6,438.18","4,434.46",300.00,"11,965.86",565.24,0.47,5.63,13.61,1Q2564,COM7
"10,957.15","7,127.56","3,829.59",300.00,"11,539.30",585.45,0.48,5.36,14.17,2Q2564,COM7
"11,865.93","7,460.36","4,405.57",300.00,"10,075.79",572.76,0.48,5.02,13.91,3Q2564,COM7
"15,965.74","10,664.99","5,300.75",300.00,"17,573.71",905.04,0.76,6.50,18.65,4Q2564,COM7
"16,972.90","10,887.13","6,085.76",300.00,"14,682.35",782.07,0.33,4.75,13.74,1Q2565,COM7
"17,254.98","12,086.73","5,168.25",600.00,"14,445.39",619.96,0.26,3.62,11.02,2Q2565,COM7
"19,603.54","13,182.40","6,421.14",600.00,"15,054.42",732.80,0.30,3.98,12.65,3Q2565,COM7
"11,873.51","3,041.23","8,832.28","5,962.62",,,,,,3Q2561,COTTO
"11,725.44","2,816.13","8,909.32","5,962.62","2,758.13",68.21,0.03,0.58,0.77,4Q2561,COTTO
"11,532.74","2,483.21","9,049.52","5,962.62","3,063.22",140.21,0.02,1.21,1.56,1Q2562,COTTO
"11,729.69","2,664.22","9,065.47","5,962.62","2,841.49",15.94,0.00,0.14,0.18,2Q2562,COTTO
"11,443.76","2,284.40","9,159.35","5,962.62","2,791.22",93.89,0.01,0.81,1.03,3Q2562,COTTO
"11,395.36","2,363.18","9,032.18","5,962.62","2,595.89",-63.23,-0.01,-0.55,-0.70,4Q2562,COTTO
"11,781.91","3,270.36","8,511.55","5,962.62","2,596.20",128.93,0.02,1.11,1.47,1Q2563,COTTO
"11,293.62","2,740.67","8,552.95","5,962.62","2,422.32",41.40,0.01,0.36,0.49,2Q2563,COTTO
"11,242.86","2,519.14","8,723.71","5,962.62","2,680.76",170.76,0.03,1.52,1.98,3Q2563,COTTO
"10,912.53","2,100.57","8,811.97","5,962.62","2,465.56",83.22,0.01,0.75,0.95,4Q2563,COTTO
"11,316.02","2,489.91","8,826.11","5,962.62","2,825.77",187.06,0.03,1.68,2.12,1Q2564,COTTO
"11,567.81","2,564.57","9,003.24","5,962.62","2,825.02",177.13,0.03,1.55,1.99,2Q2564,COTTO
"11,603.82","2,438.60","9,165.22","5,962.62","2,860.89",161.98,0.03,1.40,1.78,3Q2564,COTTO
"11,521.38","2,270.82","9,250.56","5,962.62","2,764.46",57.44,0.01,0.50,0.62,4Q2564,COTTO
"12,068.00","2,886.10","9,181.90","5,962.62","3,256.91",211.58,0.04,1.79,2.30,1Q2565,COTTO
"12,259.11","2,910.57","9,348.54","5,962.62","3,398.91",166.65,0.02,1.37,1.80,2Q2565,COTTO
"12,417.35","2,933.67","9,483.68","5,962.62","3,440.16",135.13,0.03,1.10,1.44,3Q2565,COTTO
"11,310.03","2,492.93","8,817.09","5,962.62","3,127.97",-741.25,-0.13,-6.25,-8.10,4Q2565,COTTO
"73,445.33","43,086.05","30,359.28","8,983.10","52,901.94","3,193.33",0.35,4.40,11.14,1Q2556,CPALL
"232,952.92","204,740.56","28,212.36","8,983.10","53,561.09","2,657.33",0.30,1.73,9.07,2Q2556,CPALL
"277,647.32","246,885.57","30,761.75","8,983.10","86,155.71","2,695.47",0.30,1.06,9.14,3Q2556,CPALL
"288,665.48","255,658.06","33,007.43","8,983.10","91,979.85","2,082.11",0.22,0.74,6.53,4Q2556,CPALL
"302,815.74","267,169.84","35,645.90","8,983.10","89,148.94","2,736.42",0.30,0.93,7.97,1Q2557,CPALL
"298,528.77","268,763.81","29,764.96","8,983.10","92,132.64","2,270.16",0.25,0.76,6.94,2Q2557,CPALL
"300,360.47","267,907.26","32,453.21","8,983.10","91,064.86","2,715.92",0.30,0.91,8.73,3Q2557,CPALL
"326,410.05","291,352.20","35,057.84","8,983.10","98,577.66","2,549.84",0.28,0.81,7.55,4Q2557,CPALL
"314,399.92","275,945.04","38,454.89","8,983.10","98,780.71","3,445.53",0.38,1.08,9.37,1Q2558,CPALL
"312,721.00","278,156.71","34,564.29","8,983.10","100,676.16","3,168.63",0.35,1.01,8.68,2Q2558,CPALL
"315,428.29","277,475.99","37,952.30","8,983.10","100,037.02","3,296.53",0.36,1.05,9.09,3Q2558,CPALL
"329,082.94","287,407.20","41,675.74","8,983.10","106,399.35","3,906.82",0.43,1.21,9.81,4Q2558,CPALL
"330,560.62","284,946.34","45,614.28","8,983.10","108,726.95","4,099.13",0.45,1.24,9.39,1Q2559,CPALL
"326,767.16","285,251.59","41,515.57","8,983.10","114,620.96","4,228.54",0.47,1.29,9.71,2Q2559,CPALL
"341,104.72","295,738.65","45,366.07","8,983.10","112,999.48","4,153.11",0.46,1.24,9.56,3Q2559,CPALL
"352,268.05","292,664.85","59,603.20","8,983.10","115,514.37","4,338.31",0.47,1.25,8.27,4Q2559,CPALL
"346,106.60","281,701.79","64,404.81","8,983.10","117,507.49","4,808.28",0.52,1.38,7.75,1Q2560,CPALL
"341,434.72","281,475.26","59,959.46","8,983.10","120,651.94","4,676.23",0.50,1.36,7.52,2Q2560,CPALL
"354,826.73","279,912.03","74,914.70","8,983.10","123,210.52","4,995.32",0.53,1.43,7.41,3Q2560,CPALL
"360,298.57","280,069.79","80,228.78","8,983.10","128,033.30","5,539.21",0.59,1.55,7.14,4Q2560,CPALL
"371,137.47","275,869.08","95,268.39","8,983.10","128,045.87","5,451.07",0.58,1.49,6.21,1Q2561,CPALL
"361,851.52","271,802.96","90,048.56","8,983.10","129,706.28","4,829.05",0.50,1.32,5.21,2Q2561,CPALL
"369,248.47","274,936.44","94,312.03","8,983.10","130,494.49","5,247.31",0.55,1.44,5.69,3Q2561,CPALL
"373,741.62","273,922.93","99,818.68","8,983.10","139,573.40","5,655.61",0.59,1.52,5.83,4Q2561,CPALL
"375,793.78","270,868.27","104,925.51","8,983.10","138,895.71","5,848.72",0.61,1.56,5.71,1Q2562,CPALL
"369,666.47","271,842.76","97,823.71","8,983.10","143,180.91","4,850.44",0.51,1.30,4.78,2Q2562,CPALL
"365,136.00","262,326.03","102,809.97","8,983.10","141,072.25","5,695.84",0.60,1.55,5.68,3Q2562,CPALL
"375,617.45","267,249.66","108,367.80","8,983.10","147,857.61","6,299.11",0.66,1.70,5.97,4Q2562,CPALL
"422,588.83","309,379.07","113,209.75","8,983.10","145,799.98","5,747.56",0.60,1.44,5.19,1Q2563,CPALL
"420,751.53","319,533.12","101,218.41","8,983.10","128,027.32","2,942.34",0.29,0.70,2.74,2Q2563,CPALL
"443,649.92","335,884.90","107,765.03","8,983.10","135,488.77","4,096.77",0.42,0.95,3.92,3Q2563,CPALL
"523,354.33","411,759.30","111,595.03","8,983.10","137,047.95","3,716.21",0.37,0.77,3.39,4Q2563,CPALL
"518,917.02","404,308.15","114,608.87","8,983.10","133,371.87","2,709.43",0.26,0.52,2.40,1Q2564,CPALL
"513,087.23","404,400.12","108,687.11","8,983.10","137,391.44","2,261.47",0.22,0.44,2.03,2Q2564,CPALL
"512,662.14","401,820.59","110,841.55","8,983.10","130,320.00","1,583.86",0.14,0.31,1.44,3Q2564,CPALL
"920,880.47","624,275.04","296,605.43","8,983.10","199,731.15","4,254.34",0.36,0.59,2.09,1Q2565,CPALL
"898,929.00","605,220.06","293,708.94","8,983.10","213,655.47","3,614.92",0.31,0.40,1.22,2Q2565,CPALL
"899,547.49","612,088.97","287,458.52","8,983.10","213,808.15","4,290.44",0.38,0.48,1.48,3Q2565,CPALL
"924,061.49","633,760.19","290,301.30","8,983.10","225,410.44","4,061.20",0.34,0.45,1.41,4Q2565,CPALL
"325,135.85","206,090.74","119,045.11","7,742.94","87,819.14","1,336.55",0.14,0.42,1.11,1Q2556,CPF
"341,455.70","220,715.51","120,740.19","7,742.94","93,761.81","1,946.16",0.22,0.58,1.62,2Q2556,CPF
"344,267.70","221,172.25","123,095.46","7,742.94","105,765.99","3,512.76",0.36,1.02,2.88,3Q2556,CPF
"365,003.12","235,430.55","129,572.57","7,742.94","104,011.62","2,606.48",0.24,0.73,2.06,4Q2556,CPF
"379,241.36","248,710.07","130,531.29","7,742.94","98,889.97","2,620.07",0.28,0.70,2.01,1Q2557,CPF
"386,240.53","252,880.32","133,360.21","7,742.94","106,536.24","4,532.51",0.48,1.18,3.44,2Q2557,CPF
"409,145.76","245,933.56","163,212.20","7,742.94","112,972.30","5,153.23",0.56,1.30,3.48,3Q2557,CPF
"416,763.86","252,797.61","163,966.25","7,742.94","110,441.20","1,923.59",0.11,0.47,1.18,4Q2557,CPF
"418,543.88","253,588.27","164,955.61","7,742.94","97,576.81","3,975.77",0.40,0.95,2.42,1Q2558,CPF
"432,582.03","265,254.30","167,327.73","7,742.94","104,962.07","4,126.36",0.40,0.97,2.48,2Q2558,CPF
