"Date","Price","Open","High","Low","Vol.","Change %"
"04/23/2014","2,124.67","2,118.33","2,128.19","2,116.88","1.71B","0.58%"
"04/22/2014","2,112.50","2,116.73","2,119.70","2,101.27","1.39B","0.14%"
"04/21/2014","2,109.54","2,104.79","2,115.41","2,098.41","1.15B","0.26%"
"04/18/2014","2,104.15","2,107.95","2,114.32","2,101.75","2.01B","0.01%"
"04/17/2014","2,103.98","2,091.90","2,109.18","2,091.13","1.76B","0.53%"
"04/16/2014","2,092.85","2,073.61","2,093.40","2,072.47","969.47M","0.98%"
"04/11/2014","2,072.61","2,064.01","2,073.02","2,059.25","850.09M","-0.06%"
"04/10/2014","2,073.87","2,065.64","2,074.27","2,057.12","1.09B","0.61%"
"04/09/2014","2,061.20","2,065.39","2,074.55","2,058.18","1.07B","0.18%"
"04/08/2014","2,057.55","2,080.13","2,091.50","2,056.87","1.30B","-1.03%"
"04/04/2014","2,079.00","2,079.62","2,088.58","2,072.45","1.29B","0.04%"
"04/03/2014","2,078.18","2,084.88","2,090.48","2,072.28","1.86B","-0.45%"
"04/02/2014","2,087.48","2,076.39","2,088.64","2,067.36","1.97B","0.73%"
"04/01/2014","2,072.36","2,056.05","2,072.36","2,050.20","1.29B","0.94%"
"03/31/2014","2,053.06","2,048.80","2,056.27","2,044.43","914.72M","0.60%"
"03/28/2014","2,040.85","2,019.40","2,056.62","2,017.89","1.57B","1.13%"
"03/27/2014","2,018.10","2,026.81","2,033.78","2,015.39","2.85B","-0.32%"
"03/26/2014","2,024.56","2,020.85","2,029.06","2,017.67","1.12B","0.52%"
"03/25/2014","2,014.13","2,007.60","2,014.26","1,991.60","1.38B","0.44%"
"03/24/2014","2,005.26","2,020.29","2,021.23","2,001.88","1.87B","-0.82%"
"03/21/2014","2,021.88","2,025.46","2,027.43","2,009.64","1.76B","-0.09%"
"03/20/2014","2,023.68","2,017.05","2,023.68","2,006.61","1.56B","-0.25%"
"03/19/2014","2,028.76","2,047.00","2,056.17","2,022.04","2.34B","-0.67%"
"03/18/2014","2,042.44","2,052.80","2,055.49","2,041.12","2.21B","-0.28%"
"03/17/2014","2,048.13","2,042.47","2,048.48","2,030.54","1.48B","0.40%"
"03/14/2014","2,040.07","2,028.89","2,040.07","2,022.24","1.73B","-0.02%"
"03/13/2014","2,040.48","2,026.08","2,040.90","2,025.26","2.28B","1.14%"
"03/12/2014","2,017.48","2,023.05","2,032.39","2,017.23","1.59B","-0.69%"
"03/11/2014","2,031.51","2,012.66","2,034.83","2,011.26","2.11B","1.27%"
"03/10/2014","2,005.96","2,014.29","2,017.55","1,988.87","1.96B","-0.53%"
"03/07/2014","2,016.64","2,017.50","2,022.82","2,009.89","1.85B","0.17%"
"03/06/2014","2,013.14","2,015.83","2,017.31","2,006.49","3.35B","-0.09%"
"03/05/2014","2,014.88","2,020.55","2,025.05","2,001.27","1.85B","0.43%"
"03/04/2014","2,006.17","2,004.85","2,014.37","2,002.87","1.85B","0.48%"
"03/03/2014","1,996.49","1,982.22","2,008.65","1,981.84","2.50B","1.16%"
"02/28/2014","1,973.69","1,961.04","1,975.77","1,953.68","1.49B","0.65%"
"02/27/2014","1,961.02","1,940.86","1,966.35","1,939.37","1.34B","1.19%"
"02/26/2014","1,938.03","1,937.60","1,946.13","1,934.01","861.54M","0.07%"
"02/25/2014","1,936.67","1,939.64","1,951.99","1,929.53","1.05B","0.21%"
"02/24/2014","1,932.56","1,928.23","1,937.94","1,919.87","850.15M","-0.23%"
"02/21/2014","1,937.09","1,938.07","1,946.49","1,922.21","1.12B","-0.01%"
"02/20/2014","1,937.36","1,954.79","1,960.06","1,932.28","1.61B","-1.52%"
"02/19/2014","1,967.19","1,985.56","1,987.39","1,962.77","1.72B","-0.48%"
"02/18/2014","1,976.70","1,979.15","1,982.82","1,958.35","1.80B","-0.54%"
"02/17/2014","1,987.48","1,964.59","1,988.94","1,959.90","1.94B","1.79%"
"02/13/2014","1,952.45","1,956.62","1,961.95","1,946.57","1.56B","-0.22%"
"02/12/2014","1,956.67","1,932.58","1,957.05","1,930.56","1.42B","1.51%"
"02/11/2014","1,927.49","1,922.31","1,933.29","1,913.37","1.06B","0.49%"
"02/10/2014","1,918.16","1,936.11","1,939.62","1,913.94","1.42B","-0.54%"
"02/07/2014","1,928.51","1,938.90","1,944.45","1,926.54","2.06B","0.13%"
"02/06/2014","1,926.01","1,916.90","1,926.34","1,909.79","1.56B","1.29%"
"02/05/2014","1,901.40","1,907.05","1,913.70","1,887.70","1.22B","0.28%"
"02/04/2014","1,896.02","1,905.12","1,908.56","1,891.69","1.16B","-1.52%"
"02/03/2014","1,925.37","1,908.87","1,929.92","1,906.52","1.25B","1.58%"
"01/31/2014","1,895.39","1,883.66","1,895.82","1,882.08","894.23M","0.99%"
"01/30/2014","1,876.76","1,875.92","1,883.33","1,866.51","816.59M","-0.68%"
"01/29/2014","1,889.66","1,896.97","1,904.71","1,884.54","1.08B","-0.13%"
"01/28/2014","1,892.16","1,917.93","1,919.71","1,885.76","1.39B","-1.51%"
"01/27/2014","1,921.14","1,934.03","1,937.42","1,919.19","1.25B","-2.24%"
"01/24/2014","1,965.24","1,965.09","1,975.95","1,952.27","1.59B","0.54%"
"01/23/2014","1,954.62","1,927.82","1,961.33","1,919.98","1.76B","1.57%"
"01/22/2014","1,924.38","1,909.98","1,933.68","1,906.05","1.58B","-0.18%"
"01/21/2014","1,927.90","1,931.73","1,948.02","1,914.00","1.41B","0.25%"
"01/20/2014","1,923.08","1,925.42","1,937.40","1,920.05","932.97M","-0.54%"
"01/17/2014","1,933.51","1,949.15","1,951.56","1,918.39","3.21B","-0.52%"
"01/16/2014","1,943.52","1,911.86","1,950.73","1,909.76","2.30B","2.04%"
"01/15/2014","1,904.73","1,932.72","1,940.86","1,902.41","1.86B","-1.71%"
"01/14/2014","1,937.91","1,906.50","1,946.87","1,902.83","2.16B","0.97%"
"01/13/2014","1,919.20","1,852.24","1,919.58","1,852.13","1.50B","2.57%"
"01/10/2014","1,871.11","1,855.84","1,878.78","1,843.92","1.15B","-0.22%"
"01/09/2014","1,875.23","1,886.12","1,908.93","1,869.00","1.43B","0.03%"
"01/08/2014","1,874.70","1,880.33","1,901.64","1,865.89","1.73B","-0.33%"
"01/07/2014","1,880.87","1,838.41","1,881.04","1,835.27","1.80B","2.82%"
"01/06/2014","1,829.31","1,812.26","1,831.22","1,782.94","1.71B","0.81%"
"01/03/2014","1,814.62","1,798.58","1,830.87","1,786.40","2.07B","-0.46%"
"01/02/2014","1,823.00","1,921.71","1,923.26","1,823.00","1.87B","-5.70%"
"12/27/2013","1,933.11","1,945.19","1,946.60","1,915.26","1.69B","-0.90%"
"12/26/2013","1,950.66","1,991.90","1,993.09","1,939.59","1.33B","-1.97%"
"12/25/2013","1,989.94","1,983.38","1,991.46","1,980.34","642.55M","0.47%"
"12/24/2013","1,980.62","1,972.14","1,993.92","1,970.62","994.65M","0.06%"
"12/23/2013","1,979.53","2,005.16","2,007.04","1,973.28","1.01B","-1.35%"
"12/20/2013","2,006.71","2,011.58","2,012.58","1,987.65","1.06B","-0.32%"
"12/19/2013","2,013.16","2,020.37","2,026.05","2,007.68","1.68B","-0.30%"
"12/18/2013","2,019.22","2,005.78","2,026.08","2,004.13","1.35B","1.06%"
"12/17/2013","1,997.98","1,995.63","2,003.54","1,992.28","1.18B","0.74%"
"12/16/2013","1,983.22","1,996.28","1,998.60","1,978.85","1.12B","-0.98%"
"12/13/2013","2,002.88","2,027.05","2,031.42","1,996.29","1.29B","-1.30%"
"12/12/2013","2,029.29","2,043.62","2,050.29","2,029.29","1.29B","-1.12%"
"12/11/2013","2,052.19","2,040.49","2,056.22","2,039.56","1.08B","0.13%"
"12/09/2013","2,049.47","2,054.02","2,066.98","2,030.28","1.52B","0.52%"
"12/06/2013","2,038.90","2,057.18","2,062.71","2,027.35","1.65B","-1.15%"
"12/04/2013","2,062.70","2,071.24","2,084.31","2,062.70","1.37B","-0.65%"
"12/03/2013","2,076.21","2,060.03","2,091.63","2,058.06","2.37B","0.73%"
"12/02/2013","2,061.23","2,034.86","2,062.38","2,022.56","1.58B","0.28%"
"11/29/2013","2,055.41","2,030.19","2,055.43","2,022.75","1.22B","0.94%"
"11/28/2013","2,036.18","2,065.20","2,068.68","2,031.22","1.74B","-1.08%"
"11/27/2013","2,058.40","2,030.11","2,059.91","2,028.15","2.29B","1.13%"
"11/26/2013","2,035.33","2,017.89","2,050.53","2,014.80","3.26B","0.45%"
"11/25/2013","2,026.15","2,014.44","2,038.30","2,012.95","1.35B","-0.45%"
"11/22/2013","2,035.30","2,058.24","2,067.06","2,029.50","2.10B","-1.39%"
"11/21/2013","2,064.00","2,092.37","2,093.87","2,061.09","2.38B","-2.17%"
"11/20/2013","2,109.76","2,126.57","2,136.47","2,103.55","2.51B","-0.59%"
"11/19/2013","2,122.27","2,136.94","2,137.84","2,117.22","1.48B","-0.87%"
"11/18/2013","2,140.83","2,149.51","2,151.59","2,137.68","1.91B","0.27%"
"11/15/2013","2,135.00","2,140.55","2,145.17","2,123.87","1.47B","0.44%"
"11/14/2013","2,125.70","2,118.67","2,136.63","2,117.46","1.87B","0.86%"
"11/13/2013","2,107.51","2,108.87","2,124.40","2,105.30","1.42B","-0.77%"
"11/12/2013","2,123.94","2,132.52","2,141.51","2,119.03","1.65B","0.43%"
"11/11/2013","2,114.82","2,076.74","2,119.57","2,070.98","1.71B","0.12%"
"11/08/2013","2,112.24","2,128.94","2,129.79","2,100.26","2.18B","-1.54%"
"11/07/2013","2,145.33","2,156.79","2,168.72","2,136.96","2.58B","-0.75%"
"11/06/2013","2,161.47","2,133.56","2,163.78","2,118.39","2.66B","1.55%"
"11/05/2013","2,128.46","2,098.26","2,133.15","2,097.76","2.28B","1.97%"
"11/04/2013","2,087.33","2,123.54","2,124.27","2,085.77","2.30B","-2.94%"
"11/01/2013","2,150.65","2,150.99","2,156.28","2,137.86","1.65B","-1.02%"
"10/31/2013","2,172.84","2,138.63","2,172.84","2,132.48","2.73B","0.97%"
"10/30/2013","2,152.06","2,189.69","2,190.84","2,145.57","2.99B","-1.67%"
"10/29/2013","2,188.66","2,178.61","2,190.42","2,173.03","1.47B","0.44%"
"10/28/2013","2,179.01","2,193.37","2,200.49","2,170.75","1.29B","-0.35%"
"10/25/2013","2,186.58","2,202.79","2,203.39","2,182.38","1.79B","-0.90%"
"10/24/2013","2,206.41","2,173.62","2,206.47","2,170.79","2.04B","0.68%"
"10/22/2013","2,191.47","2,175.31","2,191.71","2,161.47","2.25B","0.60%"
"10/21/2013","2,178.48","2,235.75","2,237.13","2,173.82","2.78B","-2.62%"
"10/18/2013","2,236.99","2,224.66","2,237.79","2,215.25","3.22B","1.14%"
"10/17/2013","2,211.86","2,214.44","2,230.17","2,201.17","5.05B","0.33%"
"10/16/2013","2,204.63","2,215.75","2,227.53","2,204.63","4.05B","-0.64%"
"10/15/2013","2,218.80","2,213.13","2,225.02","2,207.67","3.19B","0.95%"
"10/14/2013","2,197.89","2,182.33","2,200.51","2,169.72","3.24B","0.11%"
"10/11/2013","2,195.38","2,213.79","2,215.13","2,188.59","2.91B","0.42%"
"10/10/2013","2,186.14","2,162.01","2,192.45","2,159.52","3.01B","1.36%"
"10/09/2013","2,156.73","2,158.68","2,160.00","2,144.60","1.65B","0.05%"
"10/08/2013","2,155.63","2,122.91","2,162.09","2,116.37","2.03B","1.55%"
"10/07/2013","2,122.65","2,139.69","2,152.49","2,122.01","2.94B","-1.02%"
"10/04/2013","2,144.63","2,137.91","2,150.23","2,129.48","2.21B","-0.17%"
"10/03/2013","2,148.36","2,129.77","2,154.17","2,128.66","3.35B","1.61%"
"10/02/2013","2,114.24","2,116.09","2,125.44","2,101.84","1.35B","0.02%"
"10/01/2013","2,113.81","2,082.72","2,118.77","2,069.30","1.74B","1.98%"
"09/30/2013","2,072.72","2,098.37","2,099.26","2,069.60","1.63B","-2.66%"
"09/27/2013","2,129.37","2,155.00","2,159.55","2,122.50","1.58B","-0.57%"
"09/26/2013","2,141.63","2,142.32","2,168.00","2,140.77","1.68B","-1.00%"
"09/25/2013","2,163.16","2,136.41","2,163.16","2,123.39","1.89B","1.50%"
"09/24/2013","2,131.25","2,151.91","2,169.72","2,128.79","2.42B","-1.42%"
"09/23/2013","2,161.90","2,216.53","2,217.53","2,155.57","3.40B","-3.49%"
"09/20/2013","2,240.06","2,234.70","2,242.70","2,219.44","3.50B","-0.18%"
"09/19/2013","2,244.11","2,241.91","2,253.32","2,228.84","5.07B","3.73%"
"09/18/2013","2,163.38","2,172.89","2,185.62","2,152.14","2.84B","-0.51%"
"09/17/2013","2,174.39","2,174.39","2,184.17","2,160.67","2.77B","-0.10%"
"09/16/2013","2,176.59","2,153.37","2,176.90","2,151.87","3.91B","3.37%"
"09/13/2013","2,105.58","2,088.28","2,127.48","2,085.45","2.68B","0.14%"
"09/12/2013","2,102.62","2,132.23","2,144.76","2,102.62","2.43B","-1.21%"
"09/11/2013","2,128.37","2,102.73","2,128.78","2,077.76","2.76B","1.36%"
"09/10/2013","2,099.72","2,102.93","2,133.13","2,084.19","4.89B","0.67%"
"09/09/2013","2,085.67","2,033.59","2,085.67","2,032.18","2.58B","4.03%"
"09/06/2013","2,004.89","1,970.92","2,006.96","1,965.92","1.61B","1.86%"
"09/05/2013","1,968.32","1,960.33","1,989.55","1,955.57","1.53B","0.91%"
"09/04/2013","1,950.62","1,962.50","1,976.28","1,947.69","1.37B","-1.01%"
"09/03/2013","1,970.57","1,980.98","1,999.18","1,964.70","2.22B","-0.61%"
"09/02/2013","1,982.74","1,943.89","1,982.74","1,938.69","2.21B","2.40%"
"08/30/2013","1,936.33","1,951.00","1,952.53","1,922.24","1.81B","-0.07%"
"08/29/2013","1,937.66","1,923.10","1,940.95","1,906.93","2.04B","1.36%"
"08/28/2013","1,911.71","1,904.44","1,942.76","1,886.42","3.52B","-1.33%"
"08/27/2013","1,937.48","1,973.45","1,975.39","1,931.00","2.65B","-2.43%"
"08/26/2013","1,985.83","2,015.31","2,026.40","1,984.40","1.91B","-0.64%"
"08/23/2013","1,998.70","2,048.97","2,051.75","1,998.60","3.18B","-1.14%"
"08/22/2013","2,021.84","2,000.79","2,028.32","1,977.02","3.49B","-0.03%"
"08/21/2013","2,022.38","2,023.81","2,053.88","2,020.82","2.79B","-1.32%"
"08/20/2013","2,049.53","2,058.75","2,060.47","2,019.53","3.32B","-1.88%"
"08/19/2013","2,088.73","2,149.28","2,151.10","2,088.70","2.63B","-3.43%"
"08/16/2013","2,162.95","2,156.05","2,173.87","2,154.83","2.47B","-0.57%"
"08/15/2013","2,175.27","2,183.65","2,188.70","2,166.55","2.06B","-0.55%"
"08/14/2013","2,187.27","2,178.99","2,189.29","2,171.49","1.75B","0.22%"
"08/13/2013","2,182.41","2,156.50","2,182.41","2,154.30","2.05B","2.06%"
"08/09/2013","2,138.28","2,162.46","2,162.91","2,136.14","1.79B","-1.23%"
"08/08/2013","2,164.91","2,152.87","2,177.85","2,152.02","2.24B","1.29%"
"08/07/2013","2,137.40","2,122.09","2,146.47","2,117.41","1.71B","-0.02%"
"08/06/2013","2,137.83","2,108.31","2,155.87","2,104.24","1.80B","0.40%"
"08/05/2013","2,129.24","2,116.35","2,135.76","2,098.96","1.28B","0.28%"
"08/02/2013","2,123.31","2,152.14","2,155.22","2,101.96","2.39B","-1.14%"
"08/01/2013","2,147.73","2,147.33","2,158.06","2,126.39","1.67B","1.17%"
"07/31/2013","2,122.90","2,141.23","2,142.82","2,089.76","2.06B","-0.79%"
"07/30/2013","2,139.84","2,178.23","2,188.63","2,139.16","1.47B","-1.42%"
"07/29/2013","2,170.57","2,182.99","2,184.71","2,166.16","1.61B","-1.68%"
"07/26/2013","2,207.59","2,182.06","2,207.59","2,156.74","2.28B","1.54%"
"07/25/2013","2,174.18","2,231.35","2,233.04","2,174.08","3.71B","-3.14%"
"07/24/2013","2,244.73","2,262.89","2,272.92","2,237.54","3.85B","-0.92%"
"07/23/2013","2,265.48","2,247.01","2,265.49","2,239.13","2.97B","2.28%"
"07/19/2013","2,214.95","2,228.16","2,228.40","2,204.55","2.73B","-0.46%"
"07/18/2013","2,225.20","2,190.27","2,226.70","2,188.95","3.37B","2.06%"
"07/17/2013","2,180.38","2,180.26","2,189.92","2,170.42","1.86B","0.50%"
"07/16/2013","2,169.62","2,172.90","2,177.80","2,145.68","2.03B","-0.32%"
"07/15/2013","2,176.68","2,193.85","2,194.82","2,167.94","2.48B","-0.01%"
"07/12/2013","2,177.00","2,180.66","2,188.37","2,158.61","2.54B","0.37%"
"07/11/2013","2,168.90","2,108.65","2,168.90","2,107.05","3.27B","4.58%"
"07/10/2013","2,073.84","2,090.05","2,097.51","2,052.28","2.92B","-0.49%"
"07/09/2013","2,083.99","2,098.12","2,115.92","2,083.59","2.36B","-0.42%"
"07/08/2013","2,092.87","2,124.32","2,133.35","2,092.77","2.23B","-2.71%"
"07/05/2013","2,151.25","2,154.74","2,159.44","2,133.06","1.81B","0.82%"
"07/04/2013","2,133.80","2,164.97","2,170.26","2,123.04","2.75B","-0.93%"
"07/03/2013","2,153.91","2,171.36","2,186.72","2,138.31","2.38B","-1.51%"
"07/02/2013","2,186.91","2,188.03","2,205.11","2,168.72","2.66B","0.91%"
"06/28/2013","2,167.21","2,189.15","2,194.31","2,158.50","3.44B","0.36%"
"06/27/2013","2,159.46","2,165.36","2,181.36","2,114.51","3.41B","1.73%"
"06/26/2013","2,122.79","2,086.27","2,124.30","2,068.61","3.10B","3.01%"
"06/25/2013","2,060.76","2,039.26","2,075.22","1,985.19","3.17B","1.84%"
"06/24/2013","2,023.57","2,060.01","2,084.53","2,023.57","2.03B","-2.63%"
"06/21/2013","2,078.14","2,037.04","2,088.78","2,004.60","3.42B","0.15%"
"06/20/2013","2,075.02","2,064.52","2,091.57","2,053.76","2.65B","-2.54%"
"06/19/2013","2,129.11","2,136.16","2,144.82","2,091.29","2.42B","0.88%"
"06/18/2013","2,110.57","2,177.75","2,213.64","2,110.57","2.96B","-3.23%"
"06/17/2013","2,180.98","2,180.81","2,187.49","2,145.09","2.11B","0.35%"
"06/14/2013","2,173.34","2,141.15","2,173.64","2,135.98","3.33B","4.44%"
"06/13/2013","2,080.92","2,040.55","2,094.96","2,001.21","4.73B","-1.71%"
"06/12/2013","2,117.09","2,115.45","2,156.84","2,098.57","2.97B","-1.24%"
"06/11/2013","2,143.64","2,242.19","2,242.95","2,134.72","3.68B","-5.12%"
"06/10/2013","2,259.40","2,268.98","2,278.34","2,255.23","2.54B","0.76%"
"06/07/2013","2,242.25","2,191.74","2,243.88","2,191.42","2.60B","1.88%"
"06/06/2013","2,200.97","2,223.74","2,227.11","2,190.21","3.76B","-1.90%"
"06/05/2013","2,243.69","2,281.33","2,285.04","2,243.69","1.70B","-2.28%"
"06/04/2013","2,296.07","2,276.51","2,298.21","2,244.84","2.22B","1.26%"
"06/03/2013","2,267.50","2,291.52","2,306.23","2,260.94","2.33B","-1.40%"
"05/31/2013","2,299.63","2,344.59","2,353.65","2,288.74","2.70B","-1.40%"
"05/30/2013","2,332.33","2,343.51","2,358.05","2,326.13","2.42B","-1.35%"
"05/29/2013","2,364.20","2,391.12","2,401.49","2,360.44","3.01B","-1.24%"
"05/28/2013","2,393.77","2,352.41","2,393.80","2,350.62","2.35B","1.79%"
"05/27/2013","2,351.71","2,360.07","2,360.78","2,339.19","2.18B","-1.03%"
"05/23/2013","2,376.15","2,402.11","2,410.32","2,338.25","3.71B","-1.60%"
"05/22/2013","2,414.84","2,432.04","2,442.47","2,412.48","3.35B","-0.83%"
"05/21/2013","2,435.04","2,439.43","2,445.83","2,428.36","3.38B","-0.07%"
"05/20/2013","2,436.81","2,424.67","2,441.99","2,423.37","3.02B","1.08%"
"05/17/2013","2,410.69","2,389.62","2,416.88","2,382.98","2.74B","0.66%"
"05/16/2013","2,394.79","2,417.51","2,421.07","2,384.10","2.61B","-0.78%"
"05/15/2013","2,413.73","2,415.26","2,422.09","2,409.37","2.71B","0.50%"
"05/14/2013","2,401.65","2,396.87","2,411.17","2,394.99","2.81B","0.32%"
"05/13/2013","2,393.89","2,400.31","2,406.93","2,378.94","2.30B","-0.37%"
"05/10/2013","2,402.69","2,405.13","2,410.93","2,390.97","2.33B","-0.03%"
"05/09/2013","2,403.42","2,399.85","2,411.69","2,386.31","3.00B","0.43%"
"05/08/2013","2,393.12","2,383.30","2,404.26","2,380.01","2.60B","0.94%"
"05/07/2013","2,370.81","2,346.43","2,370.88","2,323.17","1.88B","1.65%"
"05/03/2013","2,332.33","2,359.91","2,363.98","2,328.99","2.47B","-0.70%"
"05/02/2013","2,348.80","2,368.09","2,370.96","2,346.64","2.94B","-0.57%"
"04/30/2013","2,362.23","2,355.66","2,362.23","2,342.65","2.34B","0.83%"
"04/29/2013","2,342.73","2,351.44","2,356.07","2,328.42","3.22B","0.12%"
"04/26/2013","2,340.01","2,339.94","2,348.08","2,329.03","3.01B","0.55%"
"04/25/2013","2,327.27","2,298.11","2,328.26","2,295.59","2.81B","1.45%"
"04/24/2013","2,293.90","2,297.69","2,303.63","2,287.23","2.41B","0.34%"
"04/23/2013","2,286.09","2,298.00","2,309.91","2,281.42","2.36B","-0.70%"
"04/22/2013","2,302.27","2,301.62","2,303.79","2,280.38","2.69B","0.95%"
"04/19/2013","2,280.67","2,265.04","2,289.70","2,258.69","3.25B","1.06%"
"04/18/2013","2,256.75","2,244.75","2,257.17","2,226.02","1.78B","0.51%"
"04/17/2013","2,245.22","2,247.04","2,271.54","2,239.58","2.23B","-0.35%"
"04/12/2013","2,253.15","2,242.85","2,257.89","2,234.15","2.18B","0.63%"
"04/11/2013","2,239.04","2,214.39","2,239.15","2,198.50","2.40B","1.85%"
"04/10/2013","2,198.34","2,175.79","2,198.34","2,146.74","2.01B","1.45%"
"04/09/2013","2,166.94","2,201.34","2,203.29","2,164.01","1.97B","-1.23%"
"04/05/2013","2,193.89","2,233.87","2,237.42","2,189.89","1.98B","-2.78%"
"04/04/2013","2,256.63","2,189.39","2,256.63","2,185.40","3.50B","0.58%"
"04/03/2013","2,243.51","2,299.31","2,304.90","2,240.03","3.40B","-1.87%"
"04/02/2013","2,286.35","2,286.64","2,296.44","2,266.96","1.71B","0.26%"
"04/01/2013","2,280.38","2,300.58","2,301.19","2,280.38","1.55B","-0.83%"
"03/29/2013","2,299.39","2,290.48","2,310.09","2,289.43","2.33B","1.05%"
"03/28/2013","2,275.59","2,294.31","2,301.91","2,268.70","3.18B","-1.10%"
"03/27/2013","2,300.86","2,291.16","2,314.54","2,290.35","3.75B","1.02%"
"03/26/2013","2,277.53","2,246.91","2,282.48","2,235.48","3.01B","1.35%"
"03/25/2013","2,247.12","2,207.88","2,250.86","2,202.25","2.90B","2.87%"
"03/22/2013","2,184.39","2,242.10","2,251.43","2,168.52","6.22B","-3.12%"
"03/21/2013","2,254.83","2,279.29","2,282.07","2,248.33","4.47B","-0.84%"
"03/20/2013","2,273.98","2,309.48","2,311.40","2,262.42","5.53B","-1.55%"
"03/19/2013","2,309.67","2,350.30","2,354.14","2,288.23","5.06B","-1.27%"
"03/18/2013","2,339.45","2,333.51","2,345.98","2,331.19","3.70B","-0.41%"
"03/15/2013","2,349.15","2,346.37","2,351.83","2,339.10","4.23B","0.71%"
"03/14/2013","2,332.58","2,319.35","2,333.48","2,313.15","3.37B","0.46%"
"03/13/2013","2,321.87","2,321.63","2,326.79","2,309.27","3.28B","0.12%"
"03/12/2013","2,319.19","2,326.28","2,331.86","2,309.31","4.13B","0.03%"
"03/11/2013","2,318.59","2,314.06","2,324.89","2,309.42","3.78B","0.63%"
"03/08/2013","2,303.96","2,312.70","2,314.60","2,297.13","4.27B","0.37%"
"03/07/2013","2,295.48","2,299.24","2,301.45","2,286.43","3.54B","-0.07%"
"03/06/2013","2,297.01","2,298.88","2,301.98","2,289.34","3.23B","0.57%"
"03/05/2013","2,283.92","2,289.17","2,294.48","2,278.80","3.35B","0.48%"
"03/04/2013","2,273.03","2,271.18","2,277.02","2,257.46","2.81B","0.12%"
"03/01/2013","2,270.21","2,275.98","2,285.47","2,264.82","2.70B","-0.08%"
"02/28/2013","2,271.97","2,249.63","2,271.97","2,235.54","3.71B","1.77%"
"02/27/2013","2,232.54","2,261.87","2,266.00","2,232.54","3.70B","-0.94%"
"02/26/2013","2,253.73","2,267.84","2,269.63","2,242.81","3.83B","-0.77%"
"02/22/2013","2,271.18","2,251.69","2,275.40","2,249.76","3.28B","0.82%"
"02/21/2013","2,252.80","2,267.29","2,272.52","2,249.97","3.29B","-1.31%"
"02/20/2013","2,282.65","2,272.34","2,284.00","2,266.78","3.37B","0.94%"
"02/19/2013","2,261.30","2,254.99","2,264.26","2,249.21","3.10B","0.61%"
"02/18/2013","2,247.69","2,251.66","2,258.52","2,244.38","3.22B","-0.04%"
"02/15/2013","2,248.58","2,255.75","2,258.06","2,237.62","3.63B","-0.54%"
"02/14/2013","2,260.74","2,253.87","2,261.51","2,244.51","3.58B","0.86%"
"02/13/2013","2,241.46","2,211.88","2,241.73","2,211.74","5.71B","1.98%"
"02/12/2013","2,197.90","2,198.74","2,210.69","2,193.77","4.65B","-0.14%"
"02/11/2013","2,201.05","2,223.81","2,225.25","2,201.05","4.76B","-0.79%"
"02/08/2013","2,218.54","2,223.90","2,239.03","2,215.78","4.67B","-0.30%"
"02/07/2013","2,225.15","2,220.60","2,230.59","2,199.11","2.79B","-0.07%"
"02/06/2013","2,226.73","2,241.43","2,243.83","2,223.69","4.04B","-0.52%"
"02/05/2013","2,238.38","2,221.31","2,244.38","2,220.15","3.13B","-0.08%"
"02/04/2013","2,240.16","2,244.79","2,250.35","2,234.37","4.25B","0.45%"
"02/01/2013","2,230.15","2,203.17","2,230.51","2,200.93","6.07B","1.76%"
"01/31/2013","2,191.53","2,210.71","2,217.65","2,185.98","4.30B","-1.15%"
"01/30/2013","2,216.98","2,204.78","2,220.44","2,197.41","3.24B","0.91%"
"01/29/2013","2,196.93","2,192.20","2,199.31","2,181.04","4.36B","0.46%"
"01/28/2013","2,186.88","2,179.82","2,190.05","2,174.28","4.67B","0.72%"
"01/25/2013","2,171.14","2,156.41","2,174.14","2,154.12","4.03B","0.84%"
"01/24/2013","2,153.09","2,151.70","2,157.02","2,136.68","3.61B","0.61%"
"01/23/2013","2,139.98","2,140.71","2,146.40","2,111.43","4.66B","0.50%"
"01/22/2013","2,129.37","2,138.97","2,154.76","2,128.74","3.71B","-0.33%"
"01/21/2013","2,136.39","2,138.81","2,141.89","2,126.96","4.12B","0.39%"
"01/18/2013","2,128.14","2,118.44","2,131.81","2,115.80","5.88B","1.05%"
"01/17/2013","2,105.94","2,107.82","2,108.61","2,088.65","6.68B","0.31%"
"01/16/2013","2,099.53","2,116.10","2,118.48","2,094.48","8.84B","-0.67%"
"01/15/2013","2,113.62","2,129.26","2,130.76","2,104.97","5.35B","-0.28%"
"01/14/2013","2,119.65","2,109.32","2,122.69","2,103.82","6.38B","0.86%"
"01/11/2013","2,101.65","2,094.75","2,101.65","2,070.44","4.91B","0.39%"
"01/10/2013","2,093.41","2,126.13","2,130.36","2,090.12","4.30B","-1.32%"
"01/09/2013","2,121.40","2,121.81","2,131.05","2,119.40","3.53B","0.42%"
"01/08/2013","2,112.63","2,109.17","2,119.77","2,098.34","3.32B","0.14%"
"01/07/2013","2,109.78","2,123.63","2,126.13","2,109.78","3.14B","-0.16%"
"01/04/2013","2,113.22","2,095.51","2,113.22","2,086.26","4.62B","0.59%"
"01/03/2013","2,100.76","2,108.23","2,113.72","2,096.68","4.75B","-0.06%"
"01/02/2013","2,102.10","2,094.36","2,110.03","2,093.52","2.84B","1.13%"
